,gen_loss,real_acc,fake_acc,fake_loss,real_loss
304,"tf.Tensor(0.87501794, shape=(), dtype=float32)","tf.Tensor(62.119, shape=(), dtype=float32)","tf.Tensor(63.1015, shape=(), dtype=float32)","tf.Tensor(0.6365376, shape=(), dtype=float32)","tf.Tensor(0.6531097, shape=(), dtype=float32)"
305,"tf.Tensor(0.8667327, shape=(), dtype=float32)","tf.Tensor(62.876, shape=(), dtype=float32)","tf.Tensor(65.5785, shape=(), dtype=float32)","tf.Tensor(0.61891305, shape=(), dtype=float32)","tf.Tensor(0.63871676, shape=(), dtype=float32)"
306,"tf.Tensor(0.78389543, shape=(), dtype=float32)","tf.Tensor(59.3735, shape=(), dtype=float32)","tf.Tensor(61.052, shape=(), dtype=float32)","tf.Tensor(0.6536763, shape=(), dtype=float32)","tf.Tensor(0.6675644, shape=(), dtype=float32)"
307,"tf.Tensor(0.9020765, shape=(), dtype=float32)","tf.Tensor(64.8225, shape=(), dtype=float32)","tf.Tensor(66.585, shape=(), dtype=float32)","tf.Tensor(0.6105132, shape=(), dtype=float32)","tf.Tensor(0.6311007, shape=(), dtype=float32)"
308,"tf.Tensor(0.86414695, shape=(), dtype=float32)","tf.Tensor(62.82, shape=(), dtype=float32)","tf.Tensor(65.6635, shape=(), dtype=float32)","tf.Tensor(0.6296418, shape=(), dtype=float32)","tf.Tensor(0.6499724, shape=(), dtype=float32)"
309,"tf.Tensor(0.8351385, shape=(), dtype=float32)","tf.Tensor(60.8, shape=(), dtype=float32)","tf.Tensor(63.613, shape=(), dtype=float32)","tf.Tensor(0.6400702, shape=(), dtype=float32)","tf.Tensor(0.65765184, shape=(), dtype=float32)"
310,"tf.Tensor(0.86755913, shape=(), dtype=float32)","tf.Tensor(62.828, shape=(), dtype=float32)","tf.Tensor(65.8915, shape=(), dtype=float32)","tf.Tensor(0.61425817, shape=(), dtype=float32)","tf.Tensor(0.6341861, shape=(), dtype=float32)"
311,"tf.Tensor(0.78727406, shape=(), dtype=float32)","tf.Tensor(60.4275, shape=(), dtype=float32)","tf.Tensor(63.1675, shape=(), dtype=float32)","tf.Tensor(0.6482119, shape=(), dtype=float32)","tf.Tensor(0.65765864, shape=(), dtype=float32)"
312,"tf.Tensor(0.77930826, shape=(), dtype=float32)","tf.Tensor(58.825, shape=(), dtype=float32)","tf.Tensor(60.8695, shape=(), dtype=float32)","tf.Tensor(0.6547384, shape=(), dtype=float32)","tf.Tensor(0.6674767, shape=(), dtype=float32)"
313,"tf.Tensor(0.83195156, shape=(), dtype=float32)","tf.Tensor(60.4195, shape=(), dtype=float32)","tf.Tensor(61.647, shape=(), dtype=float32)","tf.Tensor(0.6526882, shape=(), dtype=float32)","tf.Tensor(0.6659588, shape=(), dtype=float32)"
314,"tf.Tensor(0.8073922, shape=(), dtype=float32)","tf.Tensor(61.2265, shape=(), dtype=float32)","tf.Tensor(65.626, shape=(), dtype=float32)","tf.Tensor(0.6355868, shape=(), dtype=float32)","tf.Tensor(0.65222055, shape=(), dtype=float32)"
315,"tf.Tensor(0.9414298, shape=(), dtype=float32)","tf.Tensor(68.5225, shape=(), dtype=float32)","tf.Tensor(72.586, shape=(), dtype=float32)","tf.Tensor(0.5720306, shape=(), dtype=float32)","tf.Tensor(0.59291464, shape=(), dtype=float32)"
316,"tf.Tensor(0.8237371, shape=(), dtype=float32)","tf.Tensor(61.716, shape=(), dtype=float32)","tf.Tensor(64.526, shape=(), dtype=float32)","tf.Tensor(0.635589, shape=(), dtype=float32)","tf.Tensor(0.6480393, shape=(), dtype=float32)"
317,"tf.Tensor(0.85583425, shape=(), dtype=float32)","tf.Tensor(65.3955, shape=(), dtype=float32)","tf.Tensor(67.868, shape=(), dtype=float32)","tf.Tensor(0.61085534, shape=(), dtype=float32)","tf.Tensor(0.62291974, shape=(), dtype=float32)"
318,"tf.Tensor(0.88224745, shape=(), dtype=float32)","tf.Tensor(64.9145, shape=(), dtype=float32)","tf.Tensor(67.8675, shape=(), dtype=float32)","tf.Tensor(0.607891, shape=(), dtype=float32)","tf.Tensor(0.6253235, shape=(), dtype=float32)"
319,"tf.Tensor(0.9690813, shape=(), dtype=float32)","tf.Tensor(69.5985, shape=(), dtype=float32)","tf.Tensor(73.6335, shape=(), dtype=float32)","tf.Tensor(0.5572137, shape=(), dtype=float32)","tf.Tensor(0.575558, shape=(), dtype=float32)"
320,"tf.Tensor(0.87632704, shape=(), dtype=float32)","tf.Tensor(66.4005, shape=(), dtype=float32)","tf.Tensor(69.4375, shape=(), dtype=float32)","tf.Tensor(0.6024991, shape=(), dtype=float32)","tf.Tensor(0.6159148, shape=(), dtype=float32)"
321,"tf.Tensor(0.8339821, shape=(), dtype=float32)","tf.Tensor(65.566, shape=(), dtype=float32)","tf.Tensor(68.7715, shape=(), dtype=float32)","tf.Tensor(0.613778, shape=(), dtype=float32)","tf.Tensor(0.6252171, shape=(), dtype=float32)"
322,"tf.Tensor(0.94834095, shape=(), dtype=float32)","tf.Tensor(70.1245, shape=(), dtype=float32)","tf.Tensor(72.6655, shape=(), dtype=float32)","tf.Tensor(0.5673515, shape=(), dtype=float32)","tf.Tensor(0.57878333, shape=(), dtype=float32)"
323,"tf.Tensor(0.87759876, shape=(), dtype=float32)","tf.Tensor(66.151, shape=(), dtype=float32)","tf.Tensor(67.3555, shape=(), dtype=float32)","tf.Tensor(0.60539025, shape=(), dtype=float32)","tf.Tensor(0.61651003, shape=(), dtype=float32)"
324,"tf.Tensor(0.88490224, shape=(), dtype=float32)","tf.Tensor(66.863, shape=(), dtype=float32)","tf.Tensor(70.6705, shape=(), dtype=float32)","tf.Tensor(0.5906202, shape=(), dtype=float32)","tf.Tensor(0.60296893, shape=(), dtype=float32)"
325,"tf.Tensor(0.8368033, shape=(), dtype=float32)","tf.Tensor(66.28, shape=(), dtype=float32)","tf.Tensor(70.9985, shape=(), dtype=float32)","tf.Tensor(0.6077639, shape=(), dtype=float32)","tf.Tensor(0.62000763, shape=(), dtype=float32)"
326,"tf.Tensor(0.86533684, shape=(), dtype=float32)","tf.Tensor(67.529, shape=(), dtype=float32)","tf.Tensor(70.548, shape=(), dtype=float32)","tf.Tensor(0.59769076, shape=(), dtype=float32)","tf.Tensor(0.6095384, shape=(), dtype=float32)"
327,"tf.Tensor(0.88285464, shape=(), dtype=float32)","tf.Tensor(65.118, shape=(), dtype=float32)","tf.Tensor(68.2, shape=(), dtype=float32)","tf.Tensor(0.6151271, shape=(), dtype=float32)","tf.Tensor(0.63462716, shape=(), dtype=float32)"
328,"tf.Tensor(0.87042457, shape=(), dtype=float32)","tf.Tensor(64.3395, shape=(), dtype=float32)","tf.Tensor(66.4665, shape=(), dtype=float32)","tf.Tensor(0.6108093, shape=(), dtype=float32)","tf.Tensor(0.62563187, shape=(), dtype=float32)"
329,"tf.Tensor(0.9107647, shape=(), dtype=float32)","tf.Tensor(68.0675, shape=(), dtype=float32)","tf.Tensor(69.7515, shape=(), dtype=float32)","tf.Tensor(0.5866366, shape=(), dtype=float32)","tf.Tensor(0.59557396, shape=(), dtype=float32)"
330,"tf.Tensor(0.89876276, shape=(), dtype=float32)","tf.Tensor(66.2125, shape=(), dtype=float32)","tf.Tensor(66.8445, shape=(), dtype=float32)","tf.Tensor(0.6070931, shape=(), dtype=float32)","tf.Tensor(0.6190873, shape=(), dtype=float32)"
331,"tf.Tensor(0.84726346, shape=(), dtype=float32)","tf.Tensor(62.5345, shape=(), dtype=float32)","tf.Tensor(64.992, shape=(), dtype=float32)","tf.Tensor(0.6254904, shape=(), dtype=float32)","tf.Tensor(0.6435488, shape=(), dtype=float32)"
332,"tf.Tensor(0.8505295, shape=(), dtype=float32)","tf.Tensor(64.353, shape=(), dtype=float32)","tf.Tensor(69.027, shape=(), dtype=float32)","tf.Tensor(0.61060035, shape=(), dtype=float32)","tf.Tensor(0.6269258, shape=(), dtype=float32)"
333,"tf.Tensor(0.837546, shape=(), dtype=float32)","tf.Tensor(63.736, shape=(), dtype=float32)","tf.Tensor(66.513, shape=(), dtype=float32)","tf.Tensor(0.62547106, shape=(), dtype=float32)","tf.Tensor(0.63405925, shape=(), dtype=float32)"
334,"tf.Tensor(0.8717044, shape=(), dtype=float32)","tf.Tensor(66.754, shape=(), dtype=float32)","tf.Tensor(69.6955, shape=(), dtype=float32)","tf.Tensor(0.5982439, shape=(), dtype=float32)","tf.Tensor(0.6141525, shape=(), dtype=float32)"
335,"tf.Tensor(1.0106388, shape=(), dtype=float32)","tf.Tensor(68.9195, shape=(), dtype=float32)","tf.Tensor(72.7025, shape=(), dtype=float32)","tf.Tensor(0.5533034, shape=(), dtype=float32)","tf.Tensor(0.5790408, shape=(), dtype=float32)"
336,"tf.Tensor(0.8979203, shape=(), dtype=float32)","tf.Tensor(68.0555, shape=(), dtype=float32)","tf.Tensor(71.278, shape=(), dtype=float32)","tf.Tensor(0.5882828, shape=(), dtype=float32)","tf.Tensor(0.60465837, shape=(), dtype=float32)"
337,"tf.Tensor(0.8684582, shape=(), dtype=float32)","tf.Tensor(63.2115, shape=(), dtype=float32)","tf.Tensor(65.965, shape=(), dtype=float32)","tf.Tensor(0.61780524, shape=(), dtype=float32)","tf.Tensor(0.641294, shape=(), dtype=float32)"
338,"tf.Tensor(0.82385033, shape=(), dtype=float32)","tf.Tensor(60.8055, shape=(), dtype=float32)","tf.Tensor(63.1085, shape=(), dtype=float32)","tf.Tensor(0.63659257, shape=(), dtype=float32)","tf.Tensor(0.6544971, shape=(), dtype=float32)"
339,"tf.Tensor(0.9257233, shape=(), dtype=float32)","tf.Tensor(66.003, shape=(), dtype=float32)","tf.Tensor(68.637, shape=(), dtype=float32)","tf.Tensor(0.59378743, shape=(), dtype=float32)","tf.Tensor(0.6187459, shape=(), dtype=float32)"
340,"tf.Tensor(0.89483887, shape=(), dtype=float32)","tf.Tensor(64.574, shape=(), dtype=float32)","tf.Tensor(67.5235, shape=(), dtype=float32)","tf.Tensor(0.6128678, shape=(), dtype=float32)","tf.Tensor(0.6355967, shape=(), dtype=float32)"
341,"tf.Tensor(0.8147842, shape=(), dtype=float32)","tf.Tensor(61.8665, shape=(), dtype=float32)","tf.Tensor(64.9125, shape=(), dtype=float32)","tf.Tensor(0.6381682, shape=(), dtype=float32)","tf.Tensor(0.6483575, shape=(), dtype=float32)"
342,"tf.Tensor(0.83150244, shape=(), dtype=float32)","tf.Tensor(64.9995, shape=(), dtype=float32)","tf.Tensor(65.963, shape=(), dtype=float32)","tf.Tensor(0.63243556, shape=(), dtype=float32)","tf.Tensor(0.6390134, shape=(), dtype=float32)"
343,"tf.Tensor(0.9273351, shape=(), dtype=float32)","tf.Tensor(69.0565, shape=(), dtype=float32)","tf.Tensor(71.4655, shape=(), dtype=float32)","tf.Tensor(0.577895, shape=(), dtype=float32)","tf.Tensor(0.59117657, shape=(), dtype=float32)"
344,"tf.Tensor(0.8518448, shape=(), dtype=float32)","tf.Tensor(65.5045, shape=(), dtype=float32)","tf.Tensor(69.1325, shape=(), dtype=float32)","tf.Tensor(0.6068404, shape=(), dtype=float32)","tf.Tensor(0.6199062, shape=(), dtype=float32)"
345,"tf.Tensor(0.81771547, shape=(), dtype=float32)","tf.Tensor(64.9235, shape=(), dtype=float32)","tf.Tensor(67.173, shape=(), dtype=float32)","tf.Tensor(0.6250695, shape=(), dtype=float32)","tf.Tensor(0.63087624, shape=(), dtype=float32)"
346,"tf.Tensor(0.86750597, shape=(), dtype=float32)","tf.Tensor(64.7295, shape=(), dtype=float32)","tf.Tensor(67.681, shape=(), dtype=float32)","tf.Tensor(0.60708416, shape=(), dtype=float32)","tf.Tensor(0.6175068, shape=(), dtype=float32)"
347,"tf.Tensor(0.8874522, shape=(), dtype=float32)","tf.Tensor(67.3075, shape=(), dtype=float32)","tf.Tensor(68.662, shape=(), dtype=float32)","tf.Tensor(0.59856623, shape=(), dtype=float32)","tf.Tensor(0.6093404, shape=(), dtype=float32)"
348,"tf.Tensor(0.8526863, shape=(), dtype=float32)","tf.Tensor(65.1785, shape=(), dtype=float32)","tf.Tensor(67.316, shape=(), dtype=float32)","tf.Tensor(0.6159731, shape=(), dtype=float32)","tf.Tensor(0.6292286, shape=(), dtype=float32)"
349,"tf.Tensor(0.83113754, shape=(), dtype=float32)","tf.Tensor(63.4665, shape=(), dtype=float32)","tf.Tensor(65.5855, shape=(), dtype=float32)","tf.Tensor(0.6266701, shape=(), dtype=float32)","tf.Tensor(0.6385716, shape=(), dtype=float32)"
350,"tf.Tensor(0.8289469, shape=(), dtype=float32)","tf.Tensor(62.0835, shape=(), dtype=float32)","tf.Tensor(63.407, shape=(), dtype=float32)","tf.Tensor(0.6392098, shape=(), dtype=float32)","tf.Tensor(0.65244114, shape=(), dtype=float32)"
351,"tf.Tensor(0.8448873, shape=(), dtype=float32)","tf.Tensor(64.0075, shape=(), dtype=float32)","tf.Tensor(66.9525, shape=(), dtype=float32)","tf.Tensor(0.62261665, shape=(), dtype=float32)","tf.Tensor(0.6342879, shape=(), dtype=float32)"
352,"tf.Tensor(0.9524781, shape=(), dtype=float32)","tf.Tensor(68.453, shape=(), dtype=float32)","tf.Tensor(70.1225, shape=(), dtype=float32)","tf.Tensor(0.5789595, shape=(), dtype=float32)","tf.Tensor(0.5926074, shape=(), dtype=float32)"
353,"tf.Tensor(0.83086973, shape=(), dtype=float32)","tf.Tensor(60.307, shape=(), dtype=float32)","tf.Tensor(61.772, shape=(), dtype=float32)","tf.Tensor(0.64738685, shape=(), dtype=float32)","tf.Tensor(0.66419476, shape=(), dtype=float32)"
354,"tf.Tensor(0.7876917, shape=(), dtype=float32)","tf.Tensor(60.7815, shape=(), dtype=float32)","tf.Tensor(61.9145, shape=(), dtype=float32)","tf.Tensor(0.65205574, shape=(), dtype=float32)","tf.Tensor(0.65792835, shape=(), dtype=float32)"
355,"tf.Tensor(0.9040842, shape=(), dtype=float32)","tf.Tensor(66.3545, shape=(), dtype=float32)","tf.Tensor(68.5515, shape=(), dtype=float32)","tf.Tensor(0.5937629, shape=(), dtype=float32)","tf.Tensor(0.6099396, shape=(), dtype=float32)"
356,"tf.Tensor(0.7951935, shape=(), dtype=float32)","tf.Tensor(60.7225, shape=(), dtype=float32)","tf.Tensor(62.0405, shape=(), dtype=float32)","tf.Tensor(0.6507528, shape=(), dtype=float32)","tf.Tensor(0.6573842, shape=(), dtype=float32)"
357,"tf.Tensor(0.8048514, shape=(), dtype=float32)","tf.Tensor(59.0655, shape=(), dtype=float32)","tf.Tensor(60.247, shape=(), dtype=float32)","tf.Tensor(0.6634895, shape=(), dtype=float32)","tf.Tensor(0.6751765, shape=(), dtype=float32)"
358,"tf.Tensor(0.7760589, shape=(), dtype=float32)","tf.Tensor(58.319, shape=(), dtype=float32)","tf.Tensor(58.4875, shape=(), dtype=float32)","tf.Tensor(0.66441286, shape=(), dtype=float32)","tf.Tensor(0.67399013, shape=(), dtype=float32)"
359,"tf.Tensor(0.7959089, shape=(), dtype=float32)","tf.Tensor(60.9605, shape=(), dtype=float32)","tf.Tensor(62.901, shape=(), dtype=float32)","tf.Tensor(0.6484853, shape=(), dtype=float32)","tf.Tensor(0.65781975, shape=(), dtype=float32)"
360,"tf.Tensor(0.79206383, shape=(), dtype=float32)","tf.Tensor(62.3825, shape=(), dtype=float32)","tf.Tensor(65.908, shape=(), dtype=float32)","tf.Tensor(0.6373481, shape=(), dtype=float32)","tf.Tensor(0.64713246, shape=(), dtype=float32)"
361,"tf.Tensor(0.8094125, shape=(), dtype=float32)","tf.Tensor(61.34, shape=(), dtype=float32)","tf.Tensor(62.496, shape=(), dtype=float32)","tf.Tensor(0.6418945, shape=(), dtype=float32)","tf.Tensor(0.6496212, shape=(), dtype=float32)"
362,"tf.Tensor(0.7927635, shape=(), dtype=float32)","tf.Tensor(59.1625, shape=(), dtype=float32)","tf.Tensor(59.834, shape=(), dtype=float32)","tf.Tensor(0.661046, shape=(), dtype=float32)","tf.Tensor(0.66809976, shape=(), dtype=float32)"
363,"tf.Tensor(0.79687166, shape=(), dtype=float32)","tf.Tensor(62.184, shape=(), dtype=float32)","tf.Tensor(65.9125, shape=(), dtype=float32)","tf.Tensor(0.6386301, shape=(), dtype=float32)","tf.Tensor(0.65060836, shape=(), dtype=float32)"
364,"tf.Tensor(0.8018919, shape=(), dtype=float32)","tf.Tensor(61.1615, shape=(), dtype=float32)","tf.Tensor(62.692, shape=(), dtype=float32)","tf.Tensor(0.64857894, shape=(), dtype=float32)","tf.Tensor(0.6562549, shape=(), dtype=float32)"
365,"tf.Tensor(0.78435826, shape=(), dtype=float32)","tf.Tensor(59.44, shape=(), dtype=float32)","tf.Tensor(61.3615, shape=(), dtype=float32)","tf.Tensor(0.6559192, shape=(), dtype=float32)","tf.Tensor(0.661175, shape=(), dtype=float32)"
366,"tf.Tensor(0.8352908, shape=(), dtype=float32)","tf.Tensor(66.58, shape=(), dtype=float32)","tf.Tensor(68.372, shape=(), dtype=float32)","tf.Tensor(0.6154842, shape=(), dtype=float32)","tf.Tensor(0.62052387, shape=(), dtype=float32)"
367,"tf.Tensor(0.81750804, shape=(), dtype=float32)","tf.Tensor(61.1475, shape=(), dtype=float32)","tf.Tensor(62.1035, shape=(), dtype=float32)","tf.Tensor(0.64271337, shape=(), dtype=float32)","tf.Tensor(0.6485429, shape=(), dtype=float32)"
368,"tf.Tensor(0.7754572, shape=(), dtype=float32)","tf.Tensor(60.505, shape=(), dtype=float32)","tf.Tensor(63.978, shape=(), dtype=float32)","tf.Tensor(0.6520343, shape=(), dtype=float32)","tf.Tensor(0.66046727, shape=(), dtype=float32)"
369,"tf.Tensor(0.7959358, shape=(), dtype=float32)","tf.Tensor(61.602, shape=(), dtype=float32)","tf.Tensor(64.4005, shape=(), dtype=float32)","tf.Tensor(0.6380903, shape=(), dtype=float32)","tf.Tensor(0.6467866, shape=(), dtype=float32)"
370,"tf.Tensor(0.80654675, shape=(), dtype=float32)","tf.Tensor(63.4735, shape=(), dtype=float32)","tf.Tensor(66.4085, shape=(), dtype=float32)","tf.Tensor(0.6341176, shape=(), dtype=float32)","tf.Tensor(0.64137185, shape=(), dtype=float32)"
371,"tf.Tensor(0.8394827, shape=(), dtype=float32)","tf.Tensor(64.941, shape=(), dtype=float32)","tf.Tensor(67.053, shape=(), dtype=float32)","tf.Tensor(0.6167435, shape=(), dtype=float32)","tf.Tensor(0.63009065, shape=(), dtype=float32)"
372,"tf.Tensor(0.8015495, shape=(), dtype=float32)","tf.Tensor(58.632, shape=(), dtype=float32)","tf.Tensor(60.094, shape=(), dtype=float32)","tf.Tensor(0.6618312, shape=(), dtype=float32)","tf.Tensor(0.673941, shape=(), dtype=float32)"
373,"tf.Tensor(0.7660873, shape=(), dtype=float32)","tf.Tensor(57.7165, shape=(), dtype=float32)","tf.Tensor(60.2385, shape=(), dtype=float32)","tf.Tensor(0.667994, shape=(), dtype=float32)","tf.Tensor(0.6826473, shape=(), dtype=float32)"
374,"tf.Tensor(0.84048635, shape=(), dtype=float32)","tf.Tensor(65.044, shape=(), dtype=float32)","tf.Tensor(70.0485, shape=(), dtype=float32)","tf.Tensor(0.6104615, shape=(), dtype=float32)","tf.Tensor(0.62519604, shape=(), dtype=float32)"
375,"tf.Tensor(0.83740467, shape=(), dtype=float32)","tf.Tensor(64.601, shape=(), dtype=float32)","tf.Tensor(67.258, shape=(), dtype=float32)","tf.Tensor(0.61595726, shape=(), dtype=float32)","tf.Tensor(0.62614435, shape=(), dtype=float32)"
376,"tf.Tensor(0.8385493, shape=(), dtype=float32)","tf.Tensor(66.293, shape=(), dtype=float32)","tf.Tensor(69.293, shape=(), dtype=float32)","tf.Tensor(0.6101463, shape=(), dtype=float32)","tf.Tensor(0.62044287, shape=(), dtype=float32)"
377,"tf.Tensor(0.8694527, shape=(), dtype=float32)","tf.Tensor(66.728, shape=(), dtype=float32)","tf.Tensor(71.951, shape=(), dtype=float32)","tf.Tensor(0.5945482, shape=(), dtype=float32)","tf.Tensor(0.61423415, shape=(), dtype=float32)"
378,"tf.Tensor(0.93300307, shape=(), dtype=float32)","tf.Tensor(66.7015, shape=(), dtype=float32)","tf.Tensor(69.6725, shape=(), dtype=float32)","tf.Tensor(0.58243924, shape=(), dtype=float32)","tf.Tensor(0.60178787, shape=(), dtype=float32)"
379,"tf.Tensor(0.87383026, shape=(), dtype=float32)","tf.Tensor(66.0745, shape=(), dtype=float32)","tf.Tensor(68.45, shape=(), dtype=float32)","tf.Tensor(0.6064928, shape=(), dtype=float32)","tf.Tensor(0.62079597, shape=(), dtype=float32)"
380,"tf.Tensor(0.8423646, shape=(), dtype=float32)","tf.Tensor(65.841, shape=(), dtype=float32)","tf.Tensor(70.491, shape=(), dtype=float32)","tf.Tensor(0.60605896, shape=(), dtype=float32)","tf.Tensor(0.6205621, shape=(), dtype=float32)"
381,"tf.Tensor(0.8419981, shape=(), dtype=float32)","tf.Tensor(65.431, shape=(), dtype=float32)","tf.Tensor(69.2125, shape=(), dtype=float32)","tf.Tensor(0.61541474, shape=(), dtype=float32)","tf.Tensor(0.62986356, shape=(), dtype=float32)"
382,"tf.Tensor(0.85380685, shape=(), dtype=float32)","tf.Tensor(64.479, shape=(), dtype=float32)","tf.Tensor(66.1395, shape=(), dtype=float32)","tf.Tensor(0.62128246, shape=(), dtype=float32)","tf.Tensor(0.6349931, shape=(), dtype=float32)"
383,"tf.Tensor(0.8477201, shape=(), dtype=float32)","tf.Tensor(62.6555, shape=(), dtype=float32)","tf.Tensor(65.4565, shape=(), dtype=float32)","tf.Tensor(0.62487054, shape=(), dtype=float32)","tf.Tensor(0.6478807, shape=(), dtype=float32)"
384,"tf.Tensor(0.83873844, shape=(), dtype=float32)","tf.Tensor(64.0615, shape=(), dtype=float32)","tf.Tensor(67.2815, shape=(), dtype=float32)","tf.Tensor(0.61928153, shape=(), dtype=float32)","tf.Tensor(0.63123965, shape=(), dtype=float32)"
385,"tf.Tensor(0.80639374, shape=(), dtype=float32)","tf.Tensor(63.4375, shape=(), dtype=float32)","tf.Tensor(66.6705, shape=(), dtype=float32)","tf.Tensor(0.63630587, shape=(), dtype=float32)","tf.Tensor(0.64446753, shape=(), dtype=float32)"
386,"tf.Tensor(0.7999859, shape=(), dtype=float32)","tf.Tensor(60.6275, shape=(), dtype=float32)","tf.Tensor(64.069, shape=(), dtype=float32)","tf.Tensor(0.647572, shape=(), dtype=float32)","tf.Tensor(0.6630374, shape=(), dtype=float32)"
387,"tf.Tensor(0.78377575, shape=(), dtype=float32)","tf.Tensor(61.6625, shape=(), dtype=float32)","tf.Tensor(66.589, shape=(), dtype=float32)","tf.Tensor(0.64059, shape=(), dtype=float32)","tf.Tensor(0.6545819, shape=(), dtype=float32)"
388,"tf.Tensor(0.8158469, shape=(), dtype=float32)","tf.Tensor(63.3865, shape=(), dtype=float32)","tf.Tensor(66.27, shape=(), dtype=float32)","tf.Tensor(0.6282806, shape=(), dtype=float32)","tf.Tensor(0.6419725, shape=(), dtype=float32)"
389,"tf.Tensor(0.7877711, shape=(), dtype=float32)","tf.Tensor(60.278, shape=(), dtype=float32)","tf.Tensor(61.7865, shape=(), dtype=float32)","tf.Tensor(0.6540003, shape=(), dtype=float32)","tf.Tensor(0.66383606, shape=(), dtype=float32)"
390,"tf.Tensor(0.8612968, shape=(), dtype=float32)","tf.Tensor(64.8675, shape=(), dtype=float32)","tf.Tensor(68.572, shape=(), dtype=float32)","tf.Tensor(0.60522366, shape=(), dtype=float32)","tf.Tensor(0.6183556, shape=(), dtype=float32)"
391,"tf.Tensor(0.83413345, shape=(), dtype=float32)","tf.Tensor(62.622, shape=(), dtype=float32)","tf.Tensor(64.5255, shape=(), dtype=float32)","tf.Tensor(0.632969, shape=(), dtype=float32)","tf.Tensor(0.645026, shape=(), dtype=float32)"
392,"tf.Tensor(0.82818705, shape=(), dtype=float32)","tf.Tensor(62.32, shape=(), dtype=float32)","tf.Tensor(64.336, shape=(), dtype=float32)","tf.Tensor(0.6333833, shape=(), dtype=float32)","tf.Tensor(0.6476159, shape=(), dtype=float32)"
393,"tf.Tensor(0.7951147, shape=(), dtype=float32)","tf.Tensor(58.7695, shape=(), dtype=float32)","tf.Tensor(60.0865, shape=(), dtype=float32)","tf.Tensor(0.6602818, shape=(), dtype=float32)","tf.Tensor(0.6775568, shape=(), dtype=float32)"
394,"tf.Tensor(0.80033034, shape=(), dtype=float32)","tf.Tensor(59.7485, shape=(), dtype=float32)","tf.Tensor(62.32, shape=(), dtype=float32)","tf.Tensor(0.6494291, shape=(), dtype=float32)","tf.Tensor(0.66499686, shape=(), dtype=float32)"
395,"tf.Tensor(0.799165, shape=(), dtype=float32)","tf.Tensor(60.3125, shape=(), dtype=float32)","tf.Tensor(62.502, shape=(), dtype=float32)","tf.Tensor(0.6486636, shape=(), dtype=float32)","tf.Tensor(0.6564318, shape=(), dtype=float32)"
396,"tf.Tensor(0.8315006, shape=(), dtype=float32)","tf.Tensor(63.1505, shape=(), dtype=float32)","tf.Tensor(65.8945, shape=(), dtype=float32)","tf.Tensor(0.6298847, shape=(), dtype=float32)","tf.Tensor(0.6363719, shape=(), dtype=float32)"
397,"tf.Tensor(0.7926025, shape=(), dtype=float32)","tf.Tensor(59.907, shape=(), dtype=float32)","tf.Tensor(61.6805, shape=(), dtype=float32)","tf.Tensor(0.64914465, shape=(), dtype=float32)","tf.Tensor(0.6617208, shape=(), dtype=float32)"
398,"tf.Tensor(0.7881763, shape=(), dtype=float32)","tf.Tensor(61.5725, shape=(), dtype=float32)","tf.Tensor(64.329, shape=(), dtype=float32)","tf.Tensor(0.64097726, shape=(), dtype=float32)","tf.Tensor(0.65186226, shape=(), dtype=float32)"
399,"tf.Tensor(0.7692281, shape=(), dtype=float32)","tf.Tensor(56.1615, shape=(), dtype=float32)","tf.Tensor(56.9705, shape=(), dtype=float32)","tf.Tensor(0.68118244, shape=(), dtype=float32)","tf.Tensor(0.6921142, shape=(), dtype=float32)"
400,"tf.Tensor(0.7673329, shape=(), dtype=float32)","tf.Tensor(57.827, shape=(), dtype=float32)","tf.Tensor(60.431, shape=(), dtype=float32)","tf.Tensor(0.65994906, shape=(), dtype=float32)","tf.Tensor(0.6732694, shape=(), dtype=float32)"
401,"tf.Tensor(0.7825648, shape=(), dtype=float32)","tf.Tensor(59.068, shape=(), dtype=float32)","tf.Tensor(60.484, shape=(), dtype=float32)","tf.Tensor(0.6545183, shape=(), dtype=float32)","tf.Tensor(0.6644422, shape=(), dtype=float32)"
402,"tf.Tensor(0.7824321, shape=(), dtype=float32)","tf.Tensor(63.1355, shape=(), dtype=float32)","tf.Tensor(66.3595, shape=(), dtype=float32)","tf.Tensor(0.6394639, shape=(), dtype=float32)","tf.Tensor(0.64362067, shape=(), dtype=float32)"
403,"tf.Tensor(0.8590291, shape=(), dtype=float32)","tf.Tensor(66.6195, shape=(), dtype=float32)","tf.Tensor(68.7065, shape=(), dtype=float32)","tf.Tensor(0.6056951, shape=(), dtype=float32)","tf.Tensor(0.61633, shape=(), dtype=float32)"
404,"tf.Tensor(0.8128597, shape=(), dtype=float32)","tf.Tensor(62.3735, shape=(), dtype=float32)","tf.Tensor(64.9205, shape=(), dtype=float32)","tf.Tensor(0.63890105, shape=(), dtype=float32)","tf.Tensor(0.65256053, shape=(), dtype=float32)"
405,"tf.Tensor(0.83144313, shape=(), dtype=float32)","tf.Tensor(62.7185, shape=(), dtype=float32)","tf.Tensor(65.804, shape=(), dtype=float32)","tf.Tensor(0.62596166, shape=(), dtype=float32)","tf.Tensor(0.64511704, shape=(), dtype=float32)"
